,price
6140,54.51
6141,48.11
6142,44.19
6143,40.19
6144,41.22
6145,36.12
6146,33.59
6147,31.93
6148,31.71
6149,35.68
6150,43.95
6151,46.9
6152,49.0
6153,55.95
6154,57.2
6155,62.1
6156,70.85
6157,73.84
6158,81.64
6159,92.1
6160,92.67
6161,72.68
6162,64.46
6163,66.04
6164,63.13
6165,55.67
6166,46.59
6167,43.56
6168,39.16
6169,35.45
6170,31.82
6171,30.03
6172,29.77
6173,36.62
6174,41.79
6175,44.93
6176,49.71
6177,50.07
6178,58.98
6179,63.96
6180,64.97
6181,66.3
6182,68.55
6183,69.31
6184,74.93
6185,64.41
6186,58.96
6187,62.88
6188,51.82
6189,46.53
6190,39.69
6191,35.48
6192,32.85
6193,31.24
6194,26.85
6195,25.93
6196,24.84
6197,28.11
6198,38.29
6199,38.34
6200,41.65
6201,44.71
6202,52.13
6203,52.44
6204,53.69
6205,51.82
6206,51.79
6207,51.57
6208,51.85
6209,49.91
6210,46.75
6211,51.99
6212,44.5
6213,37.82
6214,36.54
6215,33.47
6216,34.05
6217,31.79
6218,27.68
6219,27.71
6220,26.79
6221,28.76
6222,30.0
6223,33.77
6224,36.7
6225,39.18
6226,43.92
6227,43.83
6228,44.27
6229,43.24
6230,43.36
6231,45.72
6232,43.46
6233,43.59
6234,40.39
6235,50.93
6236,45.33
6237,43.4
6238,39.45
6239,31.2
6240,33.73
6241,29.24
6242,24.71
6243,23.15
6244,23.01
6245,24.24
6246,28.13
6247,30.26
6248,33.72
6249,35.14
6250,40.3
6251,41.88
6252,42.52
6253,42.91
6254,42.82
6255,43.64
6256,44.17
6257,44.03
6258,43.6
6259,49.25
6260,46.77
6261,43.33
6262,40.86
6263,37.64
6264,33.0
6265,27.8
6266,24.77
6267,24.0
6268,21.62
6269,32.03
6270,41.08
6271,39.71
6272,44.27
6273,46.16
6274,49.0
6275,49.22
6276,49.53
6277,49.16
6278,48.95
6279,49.42
6280,49.63
6281,48.69
6282,47.16
6283,53.27
6284,46.42
6285,44.05
6286,38.79
6287,33.43
6288,34.92
6289,30.6
6290,27.08
6291,25.59
6292,21.77
6293,34.41
6294,40.46
6295,40.96
6296,42.75
6297,47.04
6298,49.9
6299,52.18
6300,52.8
6301,53.43
6302,54.24
6303,56.15
6304,56.71
6305,52.58
6306,49.51
6307,55.29
6308,50.56
6309,46.5
6310,41.0
6311,36.25
6312,36.0
6313,30.73
6314,28.67
6315,26.16
6316,21.57
6317,34.28
6318,41.05
6319,39.86
6320,44.14
6321,46.76
6322,50.06
6323,50.91
6324,52.04
6325,52.43
6326,54.72
6327,56.72
6328,59.51
6329,53.18
6330,50.55
6331,56.9
6332,50.67
6333,45.83
6334,42.0
6335,36.7
6336,35.75
6337,33.75
6338,28.73
6339,29.8
6340,31.23
6341,34.84
6342,40.11
6343,42.07
6344,47.52
6345,49.55
6346,52.45
6347,54.29
6348,55.56
6349,56.71
6350,57.81
6351,58.9
6352,58.62
6353,54.43
6354,51.69
6355,56.12
6356,51.69
6357,45.35
6358,41.51
6359,37.29
6360,37.81
6361,34.35
6362,32.92
6363,31.46
6364,32.08
6365,34.6
6366,41.15
6367,40.23
6368,44.05
6369,47.38
6370,50.93
6371,54.03
6372,54.1
6373,54.46
6374,55.98
6375,57.33
6376,56.88
6377,53.13
6378,48.48
6379,54.89
6380,47.22
6381,44.68
6382,40.69
6383,37.32
6384,39.06
6385,35.39
6386,32.41
6387,31.07
6388,30.21
6389,30.83
6390,33.46
6391,34.33
6392,36.77
6393,42.05
6394,44.19
6395,47.0
6396,48.61
6397,48.58
6398,49.04
6399,48.7
6400,49.13
6401,48.11
6402,48.4
6403,51.63
6404,46.89
6405,43.39
6406,39.5
6407,36.03
6408,42.23
6409,39.24
6410,31.18
6411,28.88
6412,28.32
6413,30.61
6414,32.83
6415,34.75
6416,39.28
6417,44.32
6418,46.98
6419,49.25
6420,50.6
6421,51.57
6422,53.28
6423,54.62
6424,53.81
6425,52.5
6426,51.59
6427,58.96
6428,52.71
6429,47.54
6430,43.0
6431,39.69
6432,39.51
6433,35.25
6434,33.77
6435,31.94
6436,33.02
6437,36.2
6438,44.93
6439,49.72
6440,51.32
6441,56.04
6442,58.62
6443,65.39
6444,70.13
6445,77.88
6446,81.52
6447,91.97
6448,96.51
6449,81.67
6450,79.7
6451,86.85
6452,57.87
6453,52.71
6454,47.1
6455,41.81
6456,40.84
6457,35.44
6458,34.89
6459,33.24
6460,33.24
6461,37.15
6462,44.87
6463,46.61
6464,47.27
6465,49.45
6466,51.72
6467,54.28
6468,57.64
6469,58.51
6470,57.59
6471,56.74
6472,57.92
6473,54.37
6474,51.21
6475,59.53
6476,50.44
6477,48.61
6478,45.03
6479,38.24
6480,37.4
6481,34.79
6482,32.24
6483,31.25
6484,29.92
6485,36.38
6486,42.44
6487,44.09
6488,45.76
6489,49.57
6490,50.95
6491,52.49
6492,53.64
6493,54.47
6494,55.33
6495,54.8
6496,53.98
6497,51.5
6498,51.62
6499,57.42
6500,49.46
6501,46.63
6502,41.32
6503,36.51
6504,39.04
6505,35.03
6506,33.11
6507,30.74
6508,28.85
6509,37.14
6510,42.77
6511,44.11
6512,46.13
6513,49.14
6514,54.12
6515,56.91
6516,57.94
6517,57.86
6518,56.48
6519,54.34
6520,54.13
6521,52.59
6522,50.11
6523,57.87
6524,49.95
6525,46.37
6526,38.0
6527,36.02
6528,37.17
6529,34.33
6530,31.21
6531,30.26
6532,29.46
6533,34.61
6534,41.19
6535,43.05
6536,44.4
6537,48.36
6538,51.3
6539,52.25
6540,51.6
6541,52.22
6542,51.03
6543,51.04
6544,50.74
6545,49.66
6546,47.33
6547,53.23
6548,45.03
6549,40.0
6550,36.97
6551,34.43
6552,39.05
6553,30.28
6554,30.96
6555,28.48
6556,28.92
6557,31.03
6558,33.79
6559,34.38
6560,38.89
6561,44.87
6562,45.59
6563,47.49
6564,45.58
6565,45.04
6566,42.93
6567,42.9
6568,47.14
6569,48.49
6570,49.02
6571,51.45
6572,46.96
6573,40.79
6574,39.47
6575,34.86
6576,37.2
6577,32.53
6578,31.11
6579,28.28
6580,28.19
6581,31.51
6582,33.88
6583,35.08
6584,37.9
6585,43.36
6586,45.26
6587,46.54
6588,45.29
6589,45.14
6590,45.37
6591,44.96
6592,45.41
6593,49.31
6594,49.32
6595,54.72
6596,48.75
6597,42.61
6598,38.82
6599,34.89
6600,35.37
6601,34.26
6602,28.39
6603,27.83
6604,28.53
6605,31.73
6606,40.69
6607,44.47
6608,46.9
6609,48.0
6610,50.58
6611,50.6
6612,50.57
6613,50.53
6614,50.31
6615,50.16
6616,50.17
6617,50.58
6618,54.84
6619,61.06
6620,49.99
6621,48.03
6622,39.77
6623,37.71
6624,34.88
6625,31.9
6626,28.11
6627,24.83
6628,26.0
6629,31.18
6630,43.08
6631,48.97
6632,48.22
6633,51.03
6634,51.1
6635,51.39
6636,53.06
6637,52.08
6638,51.82
6639,51.8
6640,52.0
6641,55.34
6642,56.15
6643,64.29
6644,55.49
6645,51.0
6646,42.69
6647,39.06
6648,33.04
6649,31.0
6650,27.44
6651,24.5
6652,26.15
6653,32.71
6654,43.09
6655,46.93
6656,45.91
6657,48.08
6658,49.78
6659,49.8
6660,49.83
6661,50.06
6662,50.2
6663,48.79
6664,49.18
6665,49.24
6666,54.51
6667,62.11
6668,53.12
6669,45.99
6670,41.92
6671,34.75
6672,30.77
6673,28.63
6674,24.83
6675,22.24
6676,20.72
6677,32.95
6678,40.47
6679,43.29
6680,47.46
6681,47.74
6682,47.67
6683,49.03
6684,48.5
6685,48.55
6686,49.15
6687,48.4
6688,48.19
6689,47.72
6690,50.28
6691,60.6
6692,47.57
6693,44.7
6694,35.44
6695,34.49
6696,30.01
6697,28.22
6698,24.65
6699,22.64
6700,22.48
6701,30.09
6702,41.46
6703,42.0
6704,41.48
6705,48.4
6706,49.32
6707,47.82
6708,47.49
6709,53.09
6710,48.72
6711,47.16
6712,46.29
6713,45.63
6714,48.8
6715,56.74
6716,46.14
6717,44.2
6718,40.98
6719,32.18
6720,32.0
6721,28.56
6722,26.51
6723,28.41
6724,28.58
6725,29.45
6726,32.0
6727,29.55
6728,33.73
6729,39.24
6730,44.39
6731,45.44
6732,44.39
6733,45.42
6734,44.53
6735,44.78
6736,45.21
6737,45.43
6738,54.94
6739,55.77
6740,46.56
6741,44.14
6742,40.24
6743,36.52
6744,31.09
6745,28.0
6746,24.68
6747,21.42
6748,21.11
6749,24.28
6750,25.92
6751,26.53
6752,31.51
6753,41.66
6754,43.24
6755,45.37
6756,46.01
6757,49.33
6758,47.78
6759,55.12
6760,52.7
6761,55.79
6762,60.18
6763,65.41
6764,55.29
6765,51.15
6766,44.27
6767,39.13
6768,31.93
6769,29.5
6770,26.92
6771,23.27
6772,22.99
6773,31.57
6774,38.22
6775,39.4
6776,46.47
6777,48.56
6778,58.65
6779,72.0
6780,64.25
6781,67.06
6782,68.09
6783,74.11
6784,71.17
6785,69.35
6786,69.36
6787,77.53
6788,53.7
6789,49.19
6790,41.7
6791,37.35
6792,32.57
6793,30.47
6794,28.67
6795,27.19
6796,28.06
6797,32.02
6798,36.94
6799,42.29
6800,44.21
6801,46.66
6802,47.41
6803,47.81
6804,58.0
6805,54.19
6806,54.55
6807,53.64
6808,53.09
6809,51.92
6810,59.54
6811,62.56
6812,49.75
6813,46.42
6814,39.67
6815,31.72
6816,31.82
6817,30.11
6818,24.98
6819,24.19
6820,23.88
6821,29.96
6822,38.42
6823,42.82
6824,46.63
6825,48.13
6826,50.22
6827,51.29
6828,55.27
6829,55.53
6830,55.0
6831,50.6
6832,50.78
6833,51.65
6834,58.35
6835,59.37
6836,49.35
6837,44.3
6838,39.22
6839,30.74
6840,32.55
6841,30.77
6842,28.61
6843,27.06
6844,28.01
6845,33.54
6846,41.65
6847,45.94
6848,47.55
6849,49.33
6850,50.58
6851,50.81
6852,50.28
6853,50.61
6854,51.34
6855,51.24
6856,50.72
6857,51.24
6858,59.26
6859,62.6
6860,50.53
6861,48.52
6862,44.56
6863,39.31
6864,34.47
6865,32.87
6866,31.51
6867,30.79
6868,31.48
6869,35.47
6870,42.7
6871,46.68
6872,47.9
6873,51.59
6874,53.98
6875,54.2
6876,55.64
6877,57.03
6878,56.57
6879,55.49
6880,55.86
6881,55.14
6882,59.08
6883,60.54
6884,52.5
6885,46.76
6886,42.1
6887,40.5
6888,32.82
6889,29.8
6890,26.01
6891,26.39
6892,25.9
6893,25.98
6894,29.83
6895,32.46
6896,36.89
6897,39.33
6898,42.77
6899,42.58
6900,43.3
6901,41.71
6902,41.68
6903,41.18
6904,41.28
6905,41.65
6906,48.64
6907,49.05
6908,44.49
6909,40.22
6910,38.24
6911,33.33
6912,30.93
6913,24.8
6914,21.89
6915,22.43
6916,21.9
6917,22.8
6918,26.57
6919,27.69
6920,31.13
6921,34.66
6922,35.97
6923,39.47
6924,39.12
6925,38.07
6926,38.66
6927,39.55
6928,39.92
6929,42.49
6930,49.44
6931,52.8
6932,47.31
6933,42.73
6934,39.25
6935,33.2
6936,28.39
6937,28.18
6938,25.2
6939,24.65
6940,25.91
6941,30.15
6942,38.57
6943,46.37
6944,47.33
6945,49.79
6946,51.88
6947,52.72
6948,55.24
6949,52.03
6950,52.72
6951,51.9
6952,50.85
6953,52.01
6954,74.03
6955,67.18
6956,51.39
6957,46.5
6958,40.96
6959,34.56
6960,25.2
6961,23.22
6962,23.4
6963,22.82
6964,23.0
6965,26.9
6966,39.25
6967,43.79
6968,45.34
6969,48.96
6970,52.21
6971,51.44
6972,51.69
6973,51.69
6974,51.65
6975,51.11
6976,51.29
6977,52.6
6978,72.0
6979,64.56
6980,49.28
6981,44.04
6982,40.84
6983,34.14
6984,32.57
6985,30.28
6986,30.24
6987,30.13
6988,30.38
6989,33.91
6990,42.09
6991,46.5
6992,48.62
6993,51.28
6994,54.0
6995,53.16
6996,53.38
6997,55.88
6998,55.5
6999,55.35
7000,55.74
7001,61.15
7002,79.08
7003,71.7
7004,50.9
7005,47.02
7006,39.96
7007,36.44
7008,33.47
7009,30.3
7010,29.71
7011,29.18
7012,29.67
7013,32.61
7014,41.83
7015,44.76
7016,46.56
7017,48.88
7018,49.52
7019,50.52
7020,53.03
7021,54.04
7022,53.73
7023,50.15
7024,50.0
7025,49.76
7026,66.91
7027,57.45
7028,48.29
7029,45.23
7030,39.12
7031,35.27
7032,31.48
7033,30.56
7034,29.94
7035,29.37
7036,29.89
7037,34.13
7038,42.0
7039,45.98
7040,45.11
7041,46.86
7042,47.93
7043,49.28
7044,48.95
7045,48.93
7046,49.2
7047,48.52
7048,47.43
7049,47.06
7050,57.63
7051,52.64
7052,48.0
7053,42.29
7054,36.93
7055,34.19
7056,31.71
7057,27.18
7058,24.92
7059,26.28
7060,25.71
7061,26.12
7062,27.05
7063,32.61
7064,34.38
7065,38.74
7066,41.31
7067,42.84
7068,40.63
7069,37.3
7070,38.86
7071,38.87
7072,39.31
7073,41.72
7074,50.5
7075,50.2
7076,44.84
7077,41.12
7078,38.36
7079,32.77
7080,34.97
7081,32.5
7082,27.75
7083,28.52
7084,27.39
7085,28.77
7086,29.76
7087,29.48
7088,33.15
7089,38.04
7090,37.2
7091,37.14
7092,37.01
7093,36.27
7094,36.0
7095,36.79
7096,39.39
7097,40.97
7098,54.03
7099,51.0
7100,46.15
7101,40.7
7102,38.68
7103,33.12
7104,34.33
7105,32.37
7106,31.21
7107,31.36
7108,31.94
7109,36.06
7110,42.6
7111,45.88
7112,45.39
7113,45.73
7114,46.76
7115,47.7
7116,47.03
7117,46.23
7118,46.66
7119,46.32
7120,47.44
7121,48.76
7122,62.11
7123,57.3
7124,48.51
7125,44.63
7126,39.49
7127,34.04
7128,31.93
7129,29.92
7130,29.84
7131,29.49
7132,28.98
7133,35.12
7134,40.78
7135,42.69
7136,39.64
7137,42.95
7138,45.77
7139,46.25
7140,46.08
7141,45.72
7142,43.55
7143,43.25
7144,46.0
7145,46.1
7146,56.35
7147,55.02
7148,47.88
7149,43.2
7150,35.91
7151,33.8
7152,31.62
7153,30.63
7154,27.58
7155,26.7
7156,27.82
7157,34.11
7158,40.65
7159,47.46
7160,47.83
7161,48.38
7162,49.39
7163,49.82
7164,48.48
7165,48.34
7166,48.1
7167,47.83
7168,48.26
7169,51.0
7170,60.11
7171,57.3
7172,51.94
7173,42.35
7174,35.7
7175,33.24
7176,32.38
7177,28.99
7178,27.03
7179,27.0
7180,26.91
7181,32.53
7182,40.23
7183,47.75
7184,48.07
7185,49.57
7186,50.48
7187,50.89
7188,49.93
7189,50.14
7190,48.83
7191,48.5
7192,49.33
7193,50.82
7194,61.98
7195,56.34
7196,51.88
7197,43.31
7198,38.19
7199,35.0
7200,35.21
7201,34.17
7202,32.71
7203,32.49
7204,32.65
7205,36.58
7206,45.31
7207,48.02
7208,49.16
7209,49.88
7210,49.91
7211,49.79
7212,49.14
7213,48.71
7214,48.13
7215,47.69
7216,48.34
7217,49.53
7218,56.99
7219,51.86
7220,49.18
7221,43.45
7222,37.93
7223,37.34
7224,36.47
7225,35.23
7226,35.1
7227,34.58
7228,34.2
7229,35.77
7230,38.12
7231,41.99
7232,42.9
7233,45.75
7234,47.64
7235,47.55
7236,47.06
7237,45.72
7238,45.41
7239,45.11
7240,45.22
7241,47.92
7242,60.0
7243,52.89
7244,50.66
7245,46.17
7246,43.82
7247,38.09
7248,38.85
7249,37.55
7250,35.27
7251,35.23
7252,35.13
7253,35.3
7254,36.96
7255,41.03
7256,43.41
7257,44.87
7258,43.72
7259,46.63
7260,46.36
7261,45.94
7262,45.97
7263,45.93
7264,46.79
7265,52.59
7266,65.3
7267,60.21
7268,56.94
7269,49.19
7270,46.24
7271,40.05
7272,38.34
7273,35.87
7274,34.22
7275,33.6
7276,35.05
7277,39.54
7278,48.51
7279,54.32
7280,53.44
7281,59.75
7282,59.82
7283,59.63
7284,55.86
7285,52.28
7286,52.0
7287,51.04
7288,55.0
7289,57.82
7290,63.75
7291,61.65
7292,56.25
7293,52.29
7294,45.42
7295,38.07
7296,34.99
7297,33.44
7298,32.48
7299,31.24
7300,29.94
7301,37.21
7302,43.75
7303,47.43
7304,46.09
7305,47.86
7306,48.76
7307,47.97
7308,47.13
7309,46.48
7310,47.15
7311,47.07
7312,47.65
7313,54.71
7314,62.36
7315,58.39
7316,53.44
7317,48.81
7318,42.02
7319,37.88
7320,34.52
7321,33.27
7322,32.95
7323,32.55
7324,32.22
7325,35.19
7326,43.08
7327,44.84
7328,44.35
7329,46.3
7330,45.67
7331,45.96
7332,44.69
7333,43.78
7334,43.65
7335,43.43
7336,44.06
7337,46.05
7338,58.46
7339,53.72
7340,50.29
7341,44.81
7342,38.93
7343,34.65
7344,33.74
7345,33.08
7346,31.43
7347,31.82
7348,32.12
7349,34.09
7350,43.12
7351,46.77
7352,43.99
7353,43.98
7354,43.39
7355,43.3
7356,42.87
7357,42.23
7358,42.13
7359,41.91
7360,42.69
7361,48.17
7362,56.0
7363,49.75
7364,47.75
7365,41.75
7366,34.09
7367,33.88
7368,32.14
7369,31.77
7370,30.44
7371,30.26
7372,29.46
7373,34.14
7374,44.92
7375,48.16
7376,46.03
7377,45.84
7378,45.41
7379,44.55
7380,44.46
7381,44.02
7382,43.56
7383,43.13
7384,43.89
7385,47.75
7386,58.68
7387,51.98
7388,46.57
7389,42.75
7390,36.27
7391,34.76
7392,37.19
7393,35.83
7394,35.13
7395,34.1
7396,33.85
7397,35.73
7398,38.75
7399,39.41
7400,41.09
7401,44.01
7402,44.14
7403,43.6
7404,42.7
7405,38.75
7406,38.49
7407,38.1
7408,39.01
7409,45.39
7410,53.96
7411,48.05
7412,45.87
7413,43.85
7414,39.63
7415,36.5
7416,39.41
7417,37.32
7418,35.79
7419,34.45
7420,34.67
7421,36.41
7422,36.25
7423,36.13
7424,36.51
7425,39.48
7426,39.31
7427,40.34
7428,38.82
7429,36.58
7430,36.62
7431,36.58
7432,40.92
7433,50.33
7434,61.1
7435,48.56
7436,45.75
7437,43.84
7438,37.13
7439,34.78
7440,34.46
7441,33.58
7442,31.59
7443,32.01
7444,32.4
7445,36.96
7446,45.12
7447,46.76
7448,46.83
7449,46.93
7450,46.96
7451,46.19
7452,44.85
7453,44.25
7454,43.89
7455,44.62
7456,48.79
7457,64.25
7458,55.88
7459,52.81
7460,49.28
7461,44.0
7462,37.53
7463,34.43
7464,33.93
7465,31.31
7466,31.28
7467,30.75
7468,30.02
7469,33.31
7470,39.73
7471,42.98
7472,42.47
7473,44.63
7474,45.88
7475,45.07
7476,45.03
7477,43.42
7478,43.72
7479,42.85
7480,45.86
7481,61.34
7482,55.37
7483,48.23
7484,44.02
7485,41.74
7486,34.42
7487,33.44
7488,31.77
7489,30.16
7490,25.61
7491,26.11
7492,27.76
7493,30.64
7494,39.49
7495,47.2
7496,45.71
7497,46.03
7498,46.12
7499,46.06
7500,45.51
7501,45.38
7502,45.61
7503,45.22
7504,48.45
7505,63.62
7506,57.63
7507,47.29
7508,42.43
7509,39.48
7510,34.2
7511,32.74
7512,30.91
7513,26.19
7514,21.77
7515,21.28
7516,25.04
7517,32.05
7518,39.87
7519,44.1
7520,42.1
7521,45.87
7522,46.37
7523,47.01
7524,47.17
7525,46.48
7526,46.43
7527,45.76
7528,47.72
7529,65.0
7530,59.52
7531,45.0
7532,43.15
7533,40.12
7534,33.43
7535,32.37
7536,35.66
7537,34.17
7538,30.83
7539,31.56
7540,31.74
7541,33.84
7542,42.28
7543,44.57
7544,43.42
7545,47.09
7546,48.3
7547,46.56
7548,46.56
7549,45.31
7550,43.23
7551,41.31
7552,43.92
7553,63.23
7554,57.63
7555,53.76
7556,49.12
7557,41.91
7558,38.14
7559,36.01
7560,38.74
7561,35.13
7562,35.08
7563,33.69
7564,33.68
7565,36.79
7566,38.0
7567,37.13
7568,42.0
7569,42.62
7570,42.85
7571,43.97
7572,40.31
7573,37.86
7574,37.4
7575,37.83
7576,39.25
7577,52.09
7578,48.6
7579,46.31
7580,45.72
7581,41.94
7582,39.9
7583,36.41
7584,31.89
7585,30.91
7586,26.51
7587,25.8
7588,26.04
7589,31.02
7590,31.52
7591,30.27
7592,31.86
7593,32.67
7594,33.81
7595,35.78
7596,35.37
7597,32.76
7598,32.8
7599,33.71
7600,37.78
7601,48.02
7602,45.0
7603,43.48
7604,42.41
7605,38.92
7606,32.67
7607,31.8
7608,30.46
7609,25.12
7610,22.97
7611,21.72
7612,24.76
7613,27.55
7614,35.63
7615,39.55
7616,45.17
7617,47.37
7618,48.78
7619,49.08
7620,54.52
7621,54.52
7622,54.52
7623,54.56
7624,55.28
7625,67.37
7626,58.33
7627,53.66
7628,50.02
7629,42.87
7630,38.51
7631,32.9
7632,31.65
7633,27.4
7634,23.0
7635,21.38
7636,22.91
7637,29.35
7638,39.27
7639,39.73
7640,45.4
7641,48.72
7642,46.8
7643,47.25
7644,47.2
7645,47.21
7646,47.22
7647,47.69
7648,52.21
7649,63.16
7650,53.71
7651,50.25
7652,47.52
7653,41.51
7654,34.49
7655,32.87
7656,28.06
7657,25.71
7658,21.57
7659,21.39
7660,22.99
7661,27.98
7662,36.53
7663,37.55
7664,44.62
7665,47.75
7666,48.07
7667,48.42
7668,48.35
7669,48.26
7670,48.15
7671,48.23
7672,51.14
7673,58.39
7674,54.8
7675,49.22
7676,48.79
7677,40.31
7678,33.71
7679,35.17
7680,31.22
7681,29.9
7682,24.72
7683,24.23
7684,25.36
7685,30.18
7686,39.8
7687,43.75
7688,45.14
7689,46.53
7690,44.95
7691,45.55
7692,44.78
7693,45.59
7694,45.71
7695,44.69
7696,57.12
7697,72.81
7698,57.3
7699,51.29
7700,52.09
7701,43.66
7702,34.14
7703,35.68
7704,35.01
7705,31.28
7706,28.0
7707,28.17
7708,28.2
7709,31.88
7710,42.96
7711,43.94
7712,45.56
7713,44.99
7714,44.34
7715,43.5
7716,39.71
7717,39.62
7718,38.49
7719,38.71
7720,44.95
7721,55.09
7722,47.37
7723,46.18
7724,42.43
7725,39.42
7726,32.87
7727,33.07
7728,35.35
7729,30.47
7730,30.33
7731,28.62
7732,28.64
7733,33.78
7734,34.0
7735,32.55
7736,36.71
7737,40.76
7738,41.36
7739,41.33
7740,39.83
7741,37.69
7742,36.76
7743,36.27
7744,40.4
7745,47.32
7746,43.63
7747,43.29
7748,41.93
7749,38.18
7750,35.23
7751,33.62
7752,32.23
7753,28.5
7754,23.04
7755,22.23
7756,22.58
7757,27.4
7758,28.67
7759,28.5
7760,29.78
7761,30.31
7762,33.15
7763,34.66
7764,35.07
7765,33.65
7766,33.15
7767,32.85
7768,40.96
7769,46.16
7770,43.31
7771,44.45
7772,39.37
7773,37.96
7774,33.34
7775,32.19
7776,29.15
7777,27.4
7778,24.98
7779,23.76
7780,23.07
7781,29.38
7782,39.51
7783,39.92
7784,40.43
7785,40.14
7786,41.06
7787,41.5
7788,41.59
7789,41.42
7790,41.25
7791,41.8
7792,50.6
7793,66.43
7794,55.18
7795,51.52
7796,43.89
7797,40.45
7798,34.45
7799,31.25
7800,30.15
7801,28.26
7802,25.19
7803,24.75
7804,25.22
7805,28.35
7806,35.99
7807,38.84
7808,39.93
7809,39.79
7810,41.12
7811,41.7
7812,39.38
7813,39.06
7814,39.24
7815,41.68
7816,46.68
7817,55.1
7818,46.0
7819,43.66
7820,40.25
7821,37.05
7822,32.64
7823,30.16
7824,30.22
7825,27.36
7826,27.03
7827,26.53
7828,27.04
7829,28.26
7830,36.83
7831,38.92
7832,42.34
7833,41.6
7834,42.92
7835,42.6
7836,41.56
7837,41.37
7838,41.05
7839,40.64
7840,44.93
7841,58.44
7842,46.0
7843,45.29
7844,40.82
7845,38.72
7846,32.77
7847,32.51
7848,35.48
7849,30.75
7850,27.29
7851,27.21
7852,27.99
7853,28.07
7854,32.03
7855,32.38
7856,33.91
7857,36.58
7858,39.02
7859,39.1
7860,37.71
7861,34.93
7862,31.76
7863,31.59
7864,36.71
7865,40.85
7866,41.18
7867,40.38
7868,36.1
7869,33.0
7870,30.13
7871,29.18
7872,31.63
7873,29.11
7874,25.09
7875,25.02
7876,26.01
7877,26.5
7878,31.7
7879,32.16
7880,33.21
7881,35.62
7882,35.1
7883,34.42
7884,33.9
7885,33.35
7886,31.59
7887,31.21
7888,37.58
7889,45.79
7890,44.11
7891,42.12
7892,39.59
7893,36.69
7894,31.98
7895,31.43
7896,31.4
7897,23.59
7898,24.85
7899,23.71
7900,22.64
7901,25.58
7902,28.01
7903,28.64
7904,30.88
7905,35.39
7906,36.61
7907,37.45
7908,34.83
7909,32.5
7910,31.47
7911,29.42
7912,38.0
7913,46.24
7914,41.12
7915,40.63
7916,38.93
7917,37.12
7918,31.44
7919,28.54
7920,25.9
7921,24.68
7922,23.11
7923,22.12
7924,21.97
7925,23.22
7926,25.05
7927,25.6
7928,27.73
7929,29.51
7930,31.51
7931,33.04
7932,32.4
7933,31.45
7934,31.45
7935,31.46
7936,39.55
7937,43.08
7938,41.03
7939,40.58
7940,38.88
7941,35.09
7942,30.17
7943,27.26
7944,24.83
7945,22.99
7946,21.1
7947,21.43
7948,19.33
7949,21.68
7950,35.91
7951,38.7
7952,37.05
7953,37.53
7954,37.67
7955,38.48
7956,37.33
7957,37.23
7958,37.24
7959,36.75
7960,45.05
7961,55.86
7962,48.45
7963,43.9
7964,40.86
7965,36.87
7966,29.92
7967,27.31
7968,27.9
7969,19.97
7970,20.68
7971,20.39
7972,19.55
7973,23.09
7974,35.67
7975,36.2
7976,37.07
7977,37.28
7978,38.75
7979,38.72
7980,38.73
7981,38.65
7982,38.33
7983,37.5
7984,47.24
7985,57.03
7986,49.14
7987,43.85
7988,39.54
7989,36.02
7990,29.77
7991,25.86
7992,25.37
7993,24.95
7994,24.58
7995,23.72
7996,21.65
7997,27.08
7998,37.09
7999,38.18
8000,37.32
8001,38.97
8002,39.64
8003,40.79
8004,40.7
8005,38.49
8006,37.25
8007,37.07
8008,45.94
8009,55.87
8010,48.47
8011,45.75
8012,41.38
8013,36.1
8014,30.98
8015,28.86
8016,33.32
8017,29.7
8018,25.53
8019,25.16
8020,26.58
8021,30.65
8022,41.0
8023,44.0
8024,41.61
8025,42.91
8026,42.96
8027,42.35
8028,41.15
8029,39.91
8030,39.41
8031,38.19
8032,48.52
8033,59.42
8034,54.92
8035,49.87
8036,46.14
8037,41.61
8038,38.51
8039,35.8
8040,34.06
8041,29.86
8042,26.2
8043,25.21
8044,26.97
8045,30.61
8046,40.57
8047,41.57
8048,41.19
8049,41.49
8050,42.05
8051,41.5
8052,40.6
8053,38.81
8054,38.08
8055,37.39
8056,47.81
8057,53.35
8058,51.52
8059,49.05
8060,45.0
8061,40.27
8062,35.73
8063,34.66
8064,38.55
8065,33.11
8066,32.63
8067,31.94
8068,31.55
8069,33.46
8070,35.84
8071,36.16
8072,36.94
8073,38.97
8074,38.97
8075,40.57
8076,39.48
8077,34.04
8078,33.72
8079,28.05
8080,47.91
8081,59.23
8082,54.05
8083,49.9
8084,47.11
8085,38.97
8086,38.46
8087,33.71
8088,31.27
8089,29.47
8090,27.25
8091,25.85
8092,25.8
8093,27.13
8094,29.22
8095,29.65
8096,29.78
8097,32.83
8098,34.1
8099,35.07
8100,34.83
8101,33.99
8102,32.19
8103,28.47
8104,45.65
8105,53.49
8106,48.21
8107,46.35
8108,45.25
8109,39.45
8110,30.36
8111,28.68
8112,28.6
8113,26.51
8114,25.41
8115,25.23
8116,25.22
8117,29.48
8118,35.92
8119,40.14
8120,37.94
8121,40.05
8122,41.1
8123,42.31
8124,42.04
8125,41.78
8126,41.04
8127,41.79
8128,49.44
8129,71.49
8130,56.98
8131,50.28
8132,43.74
8133,39.28
8134,35.11
8135,29.74
8136,32.02
8137,25.78
8138,25.14
